Year,Species,Age,SampleSize
2009,AnimalRabbit,17,31
2009,AnimalOther-fox,15,19
2009,AnimalRaccoon,15,13
2009,AnimalOther,15,64
2009,AnimalOther-fox,19,44
2009,AnimalDomestic-cat,13,7
2009,AnimalDomestic-cat,14,26
2009,AnimalWolf,25,81
2009,AnimalOther-reptile,,8
2009,AnimalOther,,43
2009,AnimalWeasel,30,2
2009,AnimalBrown-bear,30,1
2009,AnimalRat,30,1
2009,AnimalCoyote,36,4
2009,AnimalDragon,18,82
2009,AnimalWolf,22,114
2009,AnimalHorse,15,6
2009,AnimalOther-fox,20,34
2009,AnimalKitsune,37,2
2009,AnimalTiger,18,46
2009,AnimalOther-fox,23,18
2009,AnimalOther,23,106
2009,AnimalDragon,21,96
2009,AnimalRed-fox,17,101
2009,AnimalOther-fox,26,18
2009,AnimalSquirrel,26,4
2009,AnimalOther,26,70
2009,AnimalKangaroo,26,8
2009,AnimalWolf,23,98
2009,AnimalTiger,23,38
2009,AnimalHyena,25,9
2009,AnimalHusky,23,24
2009,AnimalRaven,32,1
2009,AnimalKangaroo,32,3
2009,AnimalWolf,26,67
2009,AnimalPanther,23,8
2009,AnimalWeasel,27,6
2009,AnimalOther-mustelid,27,4
2009,AnimalOther-dog,48,2
2009,AnimalCougar,48,1
2009,AnimalOther,48,5
2009,AnimalOther-dog,30,3
2009,AnimalLeopard,30,6
2009,AnimalCheetah,30,2
2009,AnimalOther,30,22
2009,AnimalRiver-otter,22,9
2009,AnimalLion,24,18
2009,AnimalLeopard,28,8
2009,AnimalDomestic-cat,30,3
2009,AnimalMouse,30,4
2009,AnimalOther-fox,18,50
2009,AnimalOther,18,182
2009,AnimalWolf,31,11
2009,AnimalTiger,31,7
2009,AnimalLion,31,6
2009,AnimalLizard,19,11
2009,AnimalBrown-bear,20,5
2009,AnimalDomestic-cat,27,15
2009,AnimalRiver-otter,23,14
2009,AnimalHusky,24,22
2009,AnimalLion,37,4
2009,AnimalHorse,26,7
2009,AnimalRabbit,26,16
2009,AnimalOther-dog,21,28
2009,AnimalOther,21,137
2009,AnimalDragon,23,61
2009,AnimalDragon,22,45
2009,AnimalGriffin,22,7
2009,AnimalRat,22,4
2009,AnimalBat,22,7
2009,AnimalDragon,26,35
2009,AnimalRed-fox,23,42
2009,AnimalRaccoon,19,22
2009,AnimalLeopard,24,11
2009,AnimalRaven,24,9
2009,AnimalTiger,30,7
2009,AnimalLion,21,31
2009,AnimalRaven,37,2
2009,AnimalOther-fox,22,22
2009,AnimalOther,22,120
2009,AnimalOther-feline,42,5
2009,AnimalOther,42,7
2009,AnimalArctic-fox,23,12
2009,AnimalSquirrel,23,10
2009,AnimalRaptor,23,7
2009,AnimalLeopard,22,12
2009,AnimalDomestic-cat,26,30
2009,AnimalDomestic-cat,21,53
2009,AnimalDragon,39,5
2009,AnimalRiver-otter,39,2
2009,AnimalBrown-bear,39,2
2009,AnimalRaccoon,25,9
2009,AnimalHusky,25,21
2009,AnimalRaven,25,4
2009,AnimalDragon,34,5
2009,AnimalDomestic-cat,33,5
2009,AnimalRiver-otter,33,2
2009,AnimalLizard,24,5
2009,AnimalHorse,24,12
2009,AnimalTiger,29,10
2009,AnimalOther-fox,17,36
2009,AnimalCheetah,36,2
2009,AnimalCougar,36,2
2009,AnimalOther-feline,36,5
2009,AnimalOther,36,13
2009,AnimalRabbit,36,4
2009,AnimalOthermarsupial,36,1
2009,AnimalLion,25,12
2009,AnimalGrey-fox,24,7
2009,AnimalDomestic-cat,24,33
2009,AnimalDragon,24,50
2009,AnimalOther,24,95
2009,AnimalCoyote,27,6
2009,AnimalTiger,32,8
2009,AnimalRat,24,4
2009,AnimalRabbit,24,16
2009,AnimalOther-reptile,23,11
2009,AnimalWolf,38,9
2009,AnimalRed-fox,38,1
2009,AnimalRiver-otter,38,2
2009,AnimalMouse,38,1
2009,AnimalRat,38,1
2009,AnimalSquirrel,38,1
2009,AnimalDinosaur,,4
2009,AnimalPanther,25,13
2009,AnimalWolf,27,48
2009,AnimalPanther,31,2
2009,AnimalDragon,31,10
2009,AnimalDinosaur,24,7
2009,AnimalRaccoon,28,10
2009,AnimalLion,23,19
2009,AnimalDomestic-cat,23,39
2009,AnimalOther-feline,23,24
2009,AnimalKangaroo,25,5
2009,AnimalRaccoon,26,10
2009,AnimalOther-feline,32,3
2009,AnimalOther,32,18
2009,AnimalHusky,15,28
2009,AnimalLion,18,30
2009,AnimalDomestic-cat,18,78
2009,AnimalOther-feline,18,46
2009,AnimalOtherungulate,45,1
2009,AnimalOther,45,3
2009,AnimalDinosaur,28,6
2009,AnimalDragon,25,47
2009,AnimalCollie,22,9
2009,AnimalCoyote,20,17
2009,AnimalBat,19,14
2009,AnimalKangaroo,23,7
2009,AnimalCoyote,26,10
2009,AnimalHusky,26,20
2009,AnimalOther-dog,26,14
2009,AnimalTiger,34,3
2009,AnimalHusky,21,28
2009,AnimalWolf,17,226
2009,AnimalArctic-fox,17,27
2009,AnimalDomestic-cat,28,17
2009,AnimalWolf,21,175
2009,AnimalKangaroo,28,2
2009,AnimalPanther,19,19
2009,AnimalRabbit,42,2
2009,AnimalDeer,29,3
2009,AnimalDeer,21,13
2009,AnimalOther-bird,21,15
2009,AnimalRaccoon,31,5
2009,AnimalRaccoon,34,4
2009,AnimalWolf,35,8
2009,AnimalOther-fox,35,6
2009,AnimalOther-dog,35,2
2009,AnimalTiger,35,4
2009,AnimalCheetah,35,2
2009,AnimalDragon,35,4
2009,AnimalHorse,35,6
2009,AnimalDeer,35,1
2009,AnimalOther,35,12
2009,AnimalHyena,35,2
2009,AnimalTiger,27,13
2009,AnimalLizard,22,7
2009,AnimalLion,39,2
2009,AnimalOther-dog,27,15
2009,AnimalDeer,31,3
2009,AnimalOther-dog,23,27
2009,AnimalOthermusteloid,23,7
2009,AnimalHusky,39,2
2009,AnimalGriffin,35,1
2009,AnimalLion,20,39
2009,AnimalRabbit,33,4
2009,AnimalRed-fox,28,18
2009,AnimalRed-fox,32,13
2009,AnimalCoyote,32,2
2009,AnimalOther-dog,29,8
2009,AnimalRiver-otter,25,6
2009,AnimalMouse,43,1
2009,AnimalWolf,36,11
2009,AnimalKitsune,17,21
2009,AnimalArctic-fox,24,7
2009,AnimalWolf,16,178
2009,AnimalLeopard,21,13
2009,AnimalPanther,21,16
2009,AnimalPolarbear,38,4
2009,AnimalOtherungulate,24,4
2009,AnimalDomestic-cat,11,5
2009,AnimalOther-dog,19,49
2009,AnimalDragon,20,88
2009,AnimalWolf,42,7
2009,AnimalGriffin,30,1
2009,AnimalWolf,41,8
2009,AnimalRed-fox,41,2
2009,AnimalDragon,41,5
2009,AnimalHusky,22,22
2009,AnimalKangaroo,22,9
2009,AnimalCollie,28,4
2009,AnimalKitsune,30,5
2009,AnimalWolf,34,13
2009,AnimalRiver-otter,37,3
2009,AnimalRed-fox,16,77
2009,AnimalOther-dog,34,4
2009,AnimalOtherungulate,34,1
2009,AnimalBrown-bear,34,1
2009,AnimalOther,34,10
2009,AnimalPanther,29,5
2009,AnimalDragon,29,13
2009,AnimalCheetah,23,4
2009,AnimalLizard,23,19
2009,AnimalDinosaur,23,10
2009,AnimalGriffin,23,10
2009,AnimalTiger,28,11
2009,AnimalGrey-fox,27,8
2009,AnimalHorse,27,5
2009,AnimalDragon,14,19
2009,AnimalRaccoon,14,11
2009,AnimalRat,14,4
2009,AnimalCoyote,25,8
2009,AnimalWolf,12,5
2009,AnimalPanther,22,11
2009,AnimalCheetah,22,11
2009,AnimalDomestic-cat,22,44
2009,AnimalHorse,22,12
2009,AnimalRaptor,22,13
2009,AnimalRiver-otter,28,7
2009,AnimalOther-feline,26,22
2009,AnimalRed-fox,27,31
2009,AnimalOther-fox,45,1
2009,AnimalBrown-bear,45,1
2009,AnimalGrizzlybear,45,1
2009,AnimalOther-bear,45,1
2009,AnimalTiger,40,5
2009,AnimalOther-dog,24,20
2009,AnimalHusky,27,12
2009,AnimalRed-fox,26,18
2009,AnimalTiger,47,1
2009,AnimalOther-feline,20,25
2009,AnimalKitsune,20,27
2009,AnimalCollie,18,8
2009,AnimalOther-dog,18,36
2009,AnimalOther-fox,24,23
2009,AnimalSquirrel,25,9
2009,AnimalBat,25,4
2009,AnimalWolf,28,45
2009,AnimalGerman-shepherd,28,4
2009,AnimalGerman-shepherd,32,2
2009,AnimalRed-fox,39,3
2009,AnimalRaccoon,39,1
2009,AnimalSquirrel,39,1
2009,AnimalWolf,47,4
2009,AnimalHyena,47,1
2009,AnimalGriffin,18,13
2009,AnimalWolf,18,211
2009,AnimalSquirrel,20,12
2009,AnimalLizard,21,12
2009,AnimalTiger,25,27
2009,AnimalHorse,25,7
2009,AnimalOther-fox,27,12
2009,AnimalKitsune,19,34
2009,AnimalOthercanine,19,37
2009,AnimalOthermusteloid,19,2
2009,AnimalDeer,19,15
2009,AnimalPandabear,20,7
2009,AnimalOther-fox,25,18
2009,AnimalOther,25,72
2009,AnimalRedpanda,22,6
2009,AnimalOtherungulate,32,4
2009,AnimalMouse,32,1
2009,AnimalRabbit,32,5
2009,AnimalTiger,24,29
2009,AnimalRaccoon,24,13
2009,AnimalLeopard,27,9
2009,AnimalCollie,35,1
2009,AnimalOther-feline,25,20
2009,AnimalOthermarsupial,25,3
2009,AnimalOther-feline,30,7
2009,AnimalOther-dog,22,32
2009,AnimalDragon,33,8
2009,AnimalOther-reptile,33,3
2009,AnimalOther,33,12
2009,AnimalOther-feline,21,37
2009,AnimalHusky,20,50
2009,AnimalKitsune,27,17
2009,AnimalDragon,16,54
2009,AnimalWolf,30,23
2009,AnimalRabbit,28,6
2009,AnimalRed-fox,31,12
2009,AnimalCoyote,30,4
2009,AnimalOthercanine,24,14
2009,AnimalDragon,28,22
2009,AnimalOther,28,43
2009,AnimalOthermarsupial,28,2
2009,AnimalKangaroo,38,2
2009,AnimalArctic-fox,25,12
2009,AnimalKitsune,25,22
2009,AnimalRabbit,25,16
2009,AnimalBrown-bear,48,2
2009,AnimalWolf,32,18
2009,AnimalRiver-otter,24,9
2009,AnimalTiger,33,2
2009,AnimalKitsune,32,5
2009,AnimalRabbit,27,10
2009,AnimalKitsune,18,30
2009,AnimalOther-bear,,4
2009,AnimalDragon,27,23
2009,AnimalGrey-fox,18,13
2009,AnimalOthercanine,18,33
2009,AnimalOthercanine,23,15
2009,AnimalPanther,20,16
2009,AnimalOther-fox,31,1
2009,AnimalDomestic-cat,31,9
2009,AnimalOther,31,13
2009,AnimalArctic-fox,21,22
2009,AnimalGriffin,27,8
2009,AnimalHyena,38,1
2009,AnimalOtherungulate,22,11
2009,AnimalRiver-otter,29,2
2009,AnimalArctic-fox,27,9
2009,AnimalOthercanine,34,1
2009,AnimalOther-feline,27,9
2009,AnimalLion,29,8
2009,AnimalOther-bird,29,2
2009,AnimalLeopard,26,10
2009,AnimalOther-bear,33,1
2009,AnimalOther-bear,22,7
2009,AnimalOther-dog,28,16
2009,AnimalSquirrel,29,1
2009,AnimalRabbit,29,7
2009,AnimalOther-fox,29,4
2009,AnimalCheetah,29,2
2009,AnimalRed-fox,25,40
2009,AnimalGrizzlybear,40,1
2009,AnimalCoyote,23,12
2009,AnimalDomestic-cat,20,60
2009,AnimalGriffin,20,13
2009,AnimalDomestic-cat,42,4
2009,AnimalGrizzlybear,42,2
2009,AnimalOther-mustelid,31,1
2009,AnimalKangaroo,27,5
2009,AnimalMouse,25,6
2009,AnimalOther-reptile,24,5
2009,AnimalTiger,22,33
2009,AnimalBrown-bear,27,3
2009,AnimalWolf,45,3
2009,AnimalSquirrel,27,2
2009,AnimalLeopard,46,1
2009,AnimalLemur,16,5
2009,AnimalSkunk,26,9
2009,AnimalRed-fox,36,7
2009,AnimalCougar,29,3
2009,AnimalGrey-fox,39,1
2009,AnimalKitsune,39,5
2009,AnimalRabbit,19,32
2009,AnimalWolf,39,5
2009,AnimalOther,38,7
2009,AnimalRaptor,38,2
2009,AnimalOther-bird,38,3
2009,AnimalGriffin,38,2
2009,AnimalOther-dog,37,2
2009,AnimalDeer,37,1
2009,AnimalOther,37,6
2009,AnimalOther-bird,37,1
2009,AnimalGriffin,37,2
2009,AnimalLion,34,2
2009,AnimalHorse,34,5
2009,AnimalOther-bear,43,1
2009,AnimalOther,43,5
2009,AnimalDomestic-cat,36,2
2009,AnimalOther-feline,37,3
2009,AnimalSea-otter,37,1
2009,AnimalOther-mustelid,24,6
2009,AnimalOther-feline,22,28
2009,AnimalRaven,22,8
2009,AnimalArctic-fox,32,5
2009,AnimalRed-fox,42,1
2009,AnimalOther-fox,39,2
2009,AnimalOther,39,11
2009,AnimalSkunk,22,13
2009,AnimalSquirrel,28,6
2009,AnimalRiver-otter,46,3
2009,AnimalRaccoon,32,4
2009,AnimalOther-dog,25,13
2009,AnimalRaccoon,33,4
2009,AnimalLion,22,17
2009,AnimalCollie,24,3
2009,AnimalRaccoon,27,8
2009,AnimalOther-fox,14,14
2009,AnimalOther,14,36
2009,AnimalWolf,15,130
2009,AnimalHusky,29,8
2009,AnimalRed-fox,20,73
2009,AnimalRiver-otter,27,1
2009,AnimalOthercanine,22,30
2009,AnimalRed-fox,24,41
2009,AnimalRiver-otter,34,2
2009,AnimalSea-otter,34,2
2009,AnimalHusky,28,11
2009,AnimalOthercanine,28,2
2009,AnimalPanther,28,6
2009,AnimalSkunk,28,8
2009,AnimalWeasel,28,1
2009,AnimalOther-mustelid,28,3
2009,AnimalOthermusteloid,28,1
2009,AnimalDeer,28,2
2009,AnimalRat,28,2
2009,AnimalHyena,28,2
2009,AnimalWolf,44,5
2009,AnimalDomestic-cat,44,1
2009,AnimalRaptor,44,1
2009,AnimalSkunk,25,13
2009,AnimalRaccoon,21,21
2009,AnimalHyena,32,1
2009,AnimalRiver-otter,26,7
2009,AnimalOther-feline,46,1
2009,AnimalOther,46,6
2009,AnimalLeopard,23,14
2009,AnimalLion,30,4
2009,AnimalLion,28,8
2009,AnimalOther-reptile,27,1
2009,AnimalGrey-fox,33,1
2009,AnimalCollie,25,8
2009,AnimalWolf,33,16
2009,AnimalHusky,33,4
2009,AnimalOthercanine,33,3
2009,AnimalHorse,33,4
2009,AnimalRat,33,2
2009,AnimalGrey-fox,26,7
2009,AnimalWeasel,26,7
2009,AnimalCoyote,38,4
2009,AnimalCougar,38,2
2009,AnimalSkunk,47,2
2009,AnimalRabbit,47,2
2009,AnimalOtherungulate,40,1
2009,AnimalOther,40,7
2009,AnimalKitsune,28,7
2009,AnimalDinosaur,21,7
2009,AnimalCougar,40,2
2009,AnimalOther-reptile,18,13
2009,AnimalTiger,17,40
2009,AnimalOther-mustelid,26,5
2009,AnimalSea-otter,42,2
2009,AnimalLion,26,10
2009,AnimalBrown-bear,26,6
2009,AnimalCougar,23,8
2009,AnimalKitsune,23,15
2009,AnimalBat,48,1
2009,AnimalDragon,36,8
2009,AnimalKitsune,26,12
2009,AnimalCheetah,32,2
2009,AnimalMouse,19,6
2009,AnimalHyena,21,12
2009,AnimalOther-fox,21,23
2009,AnimalBadger,45,1
2009,AnimalCougar,22,4
2009,AnimalMonkey,22,3
2009,AnimalArctic-fox,26,10
2009,AnimalWolf,37,6
2009,AnimalDinosaur,27,2
2009,AnimalGerman-shepherd,23,5
2009,AnimalOther-bird,23,11
2009,AnimalRed-fox,21,66
2009,AnimalLizard,20,20
2009,AnimalDeer,27,4
2009,AnimalOtherungulate,27,3
2009,AnimalSkunk,40,2
2009,AnimalOther-dog,39,4
2009,AnimalHorse,44,2
2009,AnimalOtherungulate,18,7
2009,AnimalPandabear,17,10
2009,AnimalMouse,17,6
2009,AnimalSea-otter,23,10
2009,AnimalOtherungulate,23,9
2009,AnimalGrizzlybear,23,2
2009,AnimalOther-bear,23,4
2009,AnimalRaven,23,9
2009,AnimalOthermarsupial,23,4
2009,AnimalLemur,23,3
2009,AnimalOther-primate,23,2
2009,AnimalDragon,30,12
2009,AnimalDinosaur,30,2
2009,AnimalDomestic-cat,41,3
2009,AnimalRabbit,41,1
2009,AnimalCollie,21,11
2009,AnimalOthercanine,21,25
2009,AnimalHyena,24,7
2009,AnimalRaptor,39,1
2009,AnimalOther-bird,39,1
2009,AnimalDeer,25,4
2009,AnimalRaptor,25,6
2009,AnimalPandabear,22,1
2009,AnimalRiver-otter,19,22
2009,AnimalSea-otter,19,9
2009,AnimalTiger,,13
2009,AnimalCougar,26,7
2009,AnimalOthercanine,35,2
2009,AnimalRabbit,23,24
2009,AnimalLeopard,19,27
2009,AnimalRed-fox,15,57
2009,AnimalRaven,15,4
2009,AnimalDomestic-cat,25,35
2009,AnimalGerman-shepherd,21,16
2009,AnimalTiger,26,19
2009,AnimalBadger,34,1
2009,AnimalCoyote,24,13
2009,AnimalCheetah,31,1
2009,AnimalRabbit,35,3
2009,AnimalTiger,21,36
2009,AnimalOthermarsupial,45,1
2009,AnimalHusky,16,46
2009,AnimalCheetah,28,4
2009,AnimalCheetah,26,10
2009,AnimalDomestic-cat,46,2
2009,AnimalWeasel,24,2
2009,AnimalOtherungulate,29,4
2009,AnimalGriffin,29,3
2009,AnimalOther-fox,33,3
2009,AnimalOther-feline,33,3
2009,AnimalSkunk,33,3
2009,AnimalWeasel,33,2
2009,AnimalRedpanda,33,1
2009,AnimalDeer,33,3
2009,AnimalSquirrel,33,1
2009,AnimalGriffin,33,3
2009,AnimalLeopard,31,3
2009,AnimalOther,49,5
2009,AnimalRaptor,26,8
2009,AnimalOther-mustelid,29,2
2009,AnimalOtherungulate,16,10
2009,AnimalDragon,15,28
2009,AnimalSkunk,15,7
2009,AnimalTiger,20,37
2009,AnimalDinosaur,20,9
2009,AnimalOthermarsupial,20,6
2009,AnimalDomestic-cat,15,42
2009,AnimalOther-bird,26,5
2009,AnimalRaven,33,1
2009,AnimalDeer,39,1
2009,AnimalRiver-otter,40,2
2009,AnimalSea-otter,40,1
2009,AnimalSkunk,34,2
2009,AnimalSquirrel,34,3
2009,AnimalRabbit,34,5
2009,AnimalKangaroo,34,1
2009,AnimalCheetah,24,4
2009,AnimalMouse,24,4
2009,AnimalOther-bird,24,4
2009,AnimalBrown-bear,40,1
2009,AnimalSkunk,31,2
2009,AnimalCheetah,20,16
2009,AnimalMonkey,20,5
2009,AnimalDragon,,25
2009,AnimalArctic-fox,30,3
2009,AnimalPanther,30,4
2009,AnimalCougar,27,4
2009,AnimalPandabear,23,6
2009,AnimalRat,23,5
2009,AnimalGrey-fox,28,2
2009,AnimalSea-otter,28,1
2009,AnimalRedpanda,28,2
2009,AnimalPandabear,28,2
2009,AnimalCoyote,22,13
2009,AnimalGriffin,25,6
2009,AnimalBat,24,5
2009,AnimalHusky,18,39
2009,AnimalRedpanda,18,8
2009,AnimalDomestic-cat,29,9
2009,AnimalWolf,43,4
2009,AnimalArctic-fox,43,2
2009,AnimalLion,43,2
2009,AnimalSkunk,43,2
2009,AnimalRabbit,43,1
2009,AnimalGerman-shepherd,31,3
2009,AnimalArctic-fox,35,2
2009,AnimalOther-fox,30,5
2009,AnimalRat,36,1
2009,AnimalCougar,32,2
2009,AnimalTiger,46,2
2009,AnimalOther-mustelid,23,7
2009,AnimalWeasel,34,3
2009,AnimalSkunk,24,8
2009,AnimalLemur,26,4
2009,AnimalDinosaur,29,1
2009,AnimalCougar,28,5
2009,AnimalGriffin,26,8
2009,AnimalHusky,32,3
2009,AnimalOtherungulate,19,8
2009,AnimalCougar,34,2
2009,AnimalRaccoon,22,6
2009,AnimalRaptor,24,9
2009,AnimalWolf,,67
2009,AnimalKangaroo,21,6
2009,AnimalOthermarsupial,22,3
2009,AnimalOthermarsupial,19,7
2009,AnimalOthercanine,32,1
2009,AnimalOthercanine,25,9
2009,AnimalOther-reptile,21,11
2009,AnimalOther-feline,17,32
2009,AnimalBat,17,21
2009,AnimalGriffin,17,11
2009,AnimalRed-fox,29,8
2009,AnimalArctic-fox,22,18
2009,AnimalGrey-fox,21,14
2009,AnimalRabbit,22,23
2009,AnimalRaptor,18,16
2009,AnimalOtherungulate,43,1
2009,AnimalGrey-fox,25,9
2009,AnimalLeopard,25,8
2009,AnimalCheetah,25,8
2009,AnimalRabbit,21,32
2009,AnimalOther-bird,20,13
2009,AnimalRabbit,20,24
2009,AnimalRabbit,30,6
2009,AnimalTiger,38,5
2009,AnimalOthercanine,20,23
2009,AnimalRaccoon,20,17
2009,AnimalOther-fox,28,7
2009,AnimalSkunk,30,3
2009,AnimalDomestic-cat,55,1
2009,AnimalRabbit,55,1
2009,AnimalLion,38,2
2009,AnimalLeopard,38,2
2009,AnimalGerman-shepherd,27,2
2009,AnimalRed-fox,33,3
2009,AnimalSea-otter,33,1
2009,AnimalOther-reptile,20,12
2009,AnimalRaven,20,14
2009,AnimalBadger,28,3
2009,AnimalLeopard,36,3
2009,AnimalHorse,36,4
2009,AnimalLizard,25,6
2009,AnimalGrizzlybear,17,8
2009,AnimalOther-feline,24,19
2009,AnimalOther-dog,,4
2009,AnimalRedpanda,,7
2009,AnimalOther-mustelid,19,6
2009,AnimalSkunk,23,3
2009,AnimalLeopard,17,18
2009,AnimalLion,32,3
2009,AnimalPanther,24,6
2009,AnimalDinosaur,25,3
2009,AnimalRat,31,1
2009,AnimalSquirrel,31,1
2009,AnimalRabbit,31,4
2009,AnimalRiver-otter,21,12
2009,AnimalDomestic-cat,52,4
2009,AnimalOther,52,3
2009,AnimalOther-bird,52,1
2009,AnimalCougar,24,6
2009,AnimalCheetah,19,25
2009,AnimalHorse,30,7
2009,AnimalOther-feline,29,7
2009,AnimalGrey-fox,17,26
2009,AnimalPolarbear,34,1
2009,AnimalRaptor,21,8
2009,AnimalGriffin,21,11
2009,AnimalHusky,31,2
2009,AnimalOther-reptile,28,2
2009,AnimalLeopard,32,4
2009,AnimalHorse,32,4
2009,AnimalDomestic-cat,37,2
2009,AnimalPolarbear,32,1
2009,AnimalGerman-shepherd,25,8
2009,AnimalRaccoon,18,24
2009,AnimalKitsune,24,19
2009,AnimalDinosaur,19,13
2009,AnimalOther-reptile,19,11
2009,AnimalDragon,57,2
2009,AnimalKangaroo,20,9
2009,AnimalGriffin,28,3
2009,AnimalRat,25,11
2009,AnimalOther-bear,40,1
2009,AnimalDomestic-cat,49,3
2009,AnimalOther-feline,49,1
2009,AnimalSkunk,49,2
2009,AnimalRiver-otter,49,1
2009,AnimalSea-otter,49,1
2009,AnimalHorse,49,2
2009,AnimalDeer,49,1
2009,AnimalPandabear,49,1
2009,AnimalRaven,49,1
2009,AnimalRaptor,49,1
2009,AnimalOther-bird,49,1
2009,AnimalKangaroo,49,2
2009,AnimalGriffin,49,1
2009,AnimalKitsune,21,18
2009,AnimalHyena,22,19
2009,AnimalDinosaur,31,4
2009,AnimalRaptor,31,3
2009,AnimalGriffin,31,5
2009,AnimalHorse,21,9
2009,AnimalHorse,46,1
2009,AnimalOtherungulate,46,3
2009,AnimalGriffin,34,1
2009,AnimalHorse,31,3
2009,AnimalOther-bird,28,5
2009,AnimalDragon,42,4
2009,AnimalSkunk,21,6
2009,AnimalOther-mustelid,21,7
2009,AnimalWolf,53,2
2009,AnimalHyena,23,6
2009,AnimalOthermusteloid,20,4
2009,AnimalRat,21,7
2009,AnimalArctic-fox,31,2
2009,AnimalHorse,39,4
2009,AnimalCoyote,21,8
2009,AnimalKitsune,,13
2009,AnimalLion,,6
2009,AnimalCougar,,5
2009,AnimalDomestic-cat,,22
2009,AnimalLizard,,5
2009,AnimalHorse,,9
2009,AnimalDeer,,5
2009,AnimalOtherungulate,,3
2009,AnimalGrizzlybear,,2
2009,AnimalSquirrel,,7
2009,AnimalBat,,3
2009,AnimalGriffin,,7
2009,AnimalLeopard,33,2
2009,AnimalRiver-otter,17,21
2009,AnimalRat,26,6
2009,AnimalLeopard,29,4
2009,AnimalBrown-bear,31,2
2009,AnimalPandabear,31,1
2009,AnimalDragon,32,8
2009,AnimalLemur,21,3
2009,AnimalGerman-shepherd,24,4
2009,AnimalGrizzlybear,22,7
2009,AnimalPandabear,19,10
2009,AnimalWolf,40,4
2009,AnimalOtherungulate,30,1
2009,AnimalHorse,20,19
2009,AnimalHorse,41,2
2009,AnimalRabbit,38,2
2009,AnimalWeasel,37,1
2009,AnimalKitsune,40,1
2009,AnimalCheetah,40,2
2009,AnimalPandabear,32,1
2009,AnimalBrown-bear,38,1
2009,AnimalGrizzlybear,38,2
2009,AnimalCollie,20,6
2009,AnimalRedpanda,16,10
2009,AnimalBat,27,4
2009,AnimalRed-fox,12,4
2009,AnimalSkunk,12,2
2009,AnimalOther-feline,,7
2009,AnimalDragon,40,4
2009,AnimalGerman-shepherd,30,2
2009,AnimalDeer,45,2
2009,AnimalGerman-shepherd,26,7
2009,AnimalSea-otter,26,3
2009,AnimalCoyote,16,21
2009,AnimalSea-otter,43,1
2009,AnimalPanther,38,3
2009,AnimalDragon,38,4
2009,AnimalLemur,20,4
2009,AnimalOther-reptile,26,4
2009,AnimalCollie,27,3
2009,AnimalMouse,35,1
2009,AnimalRaccoon,23,11
2009,AnimalOther-bear,71,1
2009,AnimalOther,71,1
2009,AnimalKitsune,33,2
2009,AnimalBrown-bear,33,2
2009,AnimalOther-dog,40,2
2009,AnimalDomestic-cat,17,66
2009,AnimalRiver-otter,31,2
2009,AnimalLizard,30,2
2009,AnimalOthercanine,27,6
2009,AnimalRabbit,,13
2009,AnimalCheetah,33,1
2009,AnimalOther-feline,35,2
2009,AnimalRaccoon,35,3
2009,AnimalBadger,35,1
2009,AnimalMonkey,35,1
2009,AnimalGerman-shepherd,35,2
2009,AnimalRiver-otter,20,17
2009,AnimalRed-fox,,22
2009,AnimalArctic-fox,20,31
2009,AnimalDinosaur,22,5
2009,AnimalHusky,30,6
2009,AnimalSquirrel,24,5
